ID,ADM,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4
1995,    Улаанбаатар,Capital,Улаанбаатар,MN11,Улаанбаатар,,Улаанбаатар,
1996,            Улаанбаатар,Capital,Улаанбаатар,MN11,Улаанбаатар,,Улаанбаатар,
1997,                Багануур,Capital,Улаанбаатар,MN11,Багануур,MN1200,Багануур,
1998,                        1-р хороо,Capital,Улаанбаатар,MN11,Багануур,MN1200,1-р хороо,1-р хороо
1999,                        2-р хороо,Capital,Улаанбаатар,MN11,Багануур,MN1200,2-р хороо,2-р хороо
2000,                        3-р хороо,Capital,Улаанбаатар,MN11,Багануур,MN1200,3-р хороо,3-р хороо
2001,                        4-р хороо,Capital,Улаанбаатар,MN11,Багануур,MN1200,4-р хороо,4-р хороо
2002,                        5-р хороо,Capital,Улаанбаатар,MN11,Багануур,MN1200,5-р хороо,5-р хороо
2003,                Багахангай,Capital,Улаанбаатар,MN11,Багахангай,MN1230,Багахангай,
2004,                        1-р хороо,Capital,Улаанбаатар,MN11,Багахангай,MN1230,1-р хороо,1-р хороо
2005,                        2-р хороо,Capital,Улаанбаатар,MN11,Багахангай,MN1230,2-р хороо,2-р хороо
2006,                Баянгол,Capital,Улаанбаатар,MN11,Баянгол,MN1600,Баянгол,
2007,                        1-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,1-р хороо,1-р хороо
2008,                        2-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,2-р хороо,2-р хороо
2009,                        3-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,3-р хороо,3-р хороо
2010,                        4-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,4-р хороо,4-р хороо
2011,                        5-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,5-р хороо,5-р хороо
2012,                        6-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,6-р хороо,6-р хороо
2013,                        7-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,7-р хороо,7-р хороо
2014,                        8-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,8-р хороо,8-р хороо
2015,                        9-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,9-р хороо,9-р хороо
2016,                        10-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,10-р хороо,10-р хороо
2017,                        11-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,11-р хороо,11-р хороо
2018,                        12-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,12-р хороо,12-р хороо
2019,                        13-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,13-р хороо,13-р хороо
2020,                        14-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,14-р хороо,14-р хороо
2021,                        15-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,15-р хороо,15-р хороо
2022,                        16-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,16-р хороо,16-р хороо
2023,                        17-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,17-р хороо,17-р хороо
2024,                        18-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,18-р хороо,18-р хороо
2025,                        19-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,19-р хороо,19-р хороо
2026,                        20-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,20-р хороо,20-р хороо
2027,                        21-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,21-р хороо,21-р хороо
2028,                        22-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,22-р хороо,22-р хороо
2029,                        23-р хороо,Capital,Улаанбаатар,MN11,Баянгол,MN1600,23-р хороо,23-р хороо
2030,                Баянзүрх,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,Баянзүрх,
2031,                        1-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,1-р хороо,1-р хороо
2032,                        26-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,26-р хороо,26-р хороо
2033,                        2-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,2-р хороо,2-р хороо
2034,                        27-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,27-р хороо,27-р хороо
2035,                        3-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,3-р хороо,3-р хороо
2036,                        28-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,28-р хороо,28-р хороо
2037,                        4-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,4-р хороо,4-р хороо
2038,                        5-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,5-р хороо,5-р хороо
2039,                        6-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,6-р хороо,6-р хороо
2040,                        7-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,7-р хороо,7-р хороо
2041,                        8-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,8-р хороо,8-р хороо
2042,                        9-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,9-р хороо,9-р хороо
2043,                        10-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,10-р хороо,10-р хороо
2044,                        11-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,11-р хороо,11-р хороо
2045,                        12-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,12-р хороо,12-р хороо
2046,                        13-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,13-р хороо,13-р хороо
2047,                        14-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,14-р хороо,14-р хороо
2048,                        15-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,15-р хороо,15-р хороо
2049,                        16-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,16-р хороо,16-р хороо
2050,                        17-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,17-р хороо,17-р хороо
2051,                        18-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,18-р хороо,18-р хороо
2052,                        19-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,19-р хороо,19-р хороо
2053,                        20-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,20-р хороо,20-р хороо
2054,                        21-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,21-р хороо,21-р хороо
2055,                        22-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,22-р хороо,22-р хороо
2056,                        23-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,23-р хороо,23-р хороо
2057,                        24-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,24-р хороо,24-р хороо
2058,                        25-р хороо,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,25-р хороо,25-р хороо
2059,                    Налайх,Capital,Улаанбаатар,MN11,Налайх,MN1260,Налайх,
2060,                            1-р хороо,Capital,Улаанбаатар,MN11,Налайх,MN1260,1-р хороо,1-р хороо
2061,                            2-р хороо,Capital,Улаанбаатар,MN11,Налайх,MN1260,2-р хороо,2-р хороо
2062,                            3-р хороо,Capital,Улаанбаатар,MN11,Налайх,MN1260,3-р хороо,3-р хороо
2063,                            4-р хороо,Capital,Улаанбаатар,MN11,Налайх,MN1260,4-р хороо,4-р хороо
2064,                            5-р хороо,Capital,Улаанбаатар,MN11,Налайх,MN1260,5-р хороо,5-р хороо
2065,                            6-р хороо,Capital,Улаанбаатар,MN11,Налайх,MN1260,6-р хороо,6-р хороо
2066,                            7-р хороо,Capital,Улаанбаатар,MN11,Налайх,MN1260,7-р хороо,7-р хороо
2067,                            8-р хороо,Capital,Улаанбаатар,MN11,Налайх,MN1260,8-р хороо,8-р хороо
2068,                    Сонгинохайрхан,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,Сонгинохайрхан,
2069,                            1-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,1-р хороо,1-р хороо
2070,                            26-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,26-р хороо,26-р хороо
2071,                            2-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,2-р хороо,2-р хороо
2072,                            27-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,27-р хороо,27-р хороо
2073,                            3-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,3-р хороо,3-р хороо
2074,                            28-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,28-р хороо,28-р хороо
2075,                            4-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,4-р хороо,4-р хороо
2076,                            29-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,29-р хороо,29-р хороо
2077,                            5-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,5-р хороо,5-р хороо
2078,                        30-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,30-р хороо,30-р хороо
2079,                            6-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,6-р хороо,6-р хороо
2080,                            31-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,31-р хороо,31-р хороо
2081,                            7-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,7-р хороо,7-р хороо
2082,                            32-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,32-р хороо,32-р хороо
2083,                            8-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,8-р хороо,8-р хороо
2084,                            9-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,9-р хороо,9-р хороо
2085,                            10-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,10-р хороо,10-р хороо
2086,                            11-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,11-р хороо,11-р хороо
2087,                            12-р хороо,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,12-р хороо,12-р хороо
