CID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
C1332,National,Central,Төв,MN41,Сүмбэр,MN4119,"1-р баг, Сүмбэр","1-р баг, Сүмбэр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2.29,2.68,2.55,2.53,2.23,1.82,2.12,2.22
C1333,National,Central,Төв,MN41,Сүмбэр,MN4119,"2-р баг, Жавхлант","2-р баг, Жавхлант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,2.26,2.62,2.19,2.34,1.92,1.38,1.85,2.08
C1334,National,Central,Төв,MN41,Сэргэлэн,MN4119,Сэргэлэн,,,Үхэр,5.92,3.49,5.07,9.75,5.67,5.69,5.17,3.7,4.06,5.34,4.6,4.32,5.13,4.93,4.71,4.47,4.85,5.28,5.3,5.98,6.16,5.55,5.69,5.63,4.87,5.61,6.69,7.37,7.61,5.51,4.82,2.19,1.96,2.03,2.8,3.17,3.76,3.61,3.66,4.24,3.15,3.31,4.28,5.79,7.31,8.57,9.32,9.96,9.53,10.11,10.17
C1335,National,Central,Төв,MN41,Сэргэлэн,MN4119,"1-р баг, Баянбүрд","1-р баг, Баянбүрд",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.98,1.42,1.75,1.77,2.2,2.28,2.48,2.26
C1336,National,Central,Төв,MN41,Сэргэлэн,MN4119,"2-р баг, Хайрхан","2-р баг, Хайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,1.8,2.13,2.8,3.22,3.28,2.48,2.61,2.63
C1337,National,Central,Төв,MN41,Сэргэлэн,MN4119,"3-р баг, Хөшиг","3-р баг, Хөшиг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,1.26,1.53,1.76,1.8,1.85,1.89,1.99,2.03
C1338,National,Central,Төв,MN41,Сэргэлэн,MN4119,"4-р баг, Эрдэнэ-Уул","4-р баг, Эрдэнэ-Уул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.73,1,0.92,0.95,1.12,1.35,1.56,1.66
C1339,National,Central,Төв,MN41,Сэргэлэн,MN4119,"5-р баг, Авдар","5-р баг, Авдар",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.03,1.24,1.34,1.58,1.51,1.53,1.47,1.59
C1340,National,Central,Төв,MN41,Угтаалцайдам,MN4122,Угтаалцайдам,,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71,8.57,10.09,10.17,8.35,7.45,7.03,8.5,9.44
C1341,National,Central,Төв,MN41,Угтаалцайдам,MN4122,"1-р баг, Талын уул","1-р баг, Талын уул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,3.61,4.32,4.3,3.26,2.72,2.5,3.05,3.35
C1342,National,Central,Төв,MN41,Угтаалцайдам,MN4122,"2-р баг, Хар чулуут","2-р баг, Хар чулуут",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,2.72,3.22,3.16,2.74,2.39,2.27,2.7,3.01
C1343,National,Central,Төв,MN41,Угтаалцайдам,MN4122,"3-р баг, Асгат","3-р баг, Асгат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,2.24,2.55,2.71,2.35,2.34,2.27,2.75,3.07
C1344,National,Central,Төв,MN41,Цээл,MN4123,Цээл,,,Үхэр,,,,,,,,2.48,2.64,2.93,3.15,3.55,3.81,3.86,4.17,4.03,4,4.21,5.01,5.6,6.18,6.68,6.37,5.08,5.59,6.11,6.52,6.82,7.27,6.96,6.86,4.65,4.08,1.95,1.66,2.13,2.63,3.75,4.91,5.75,6.6,6.93,7.32,8.42,9.71,9.82,10.21,8.24,7.07,8.37,9.92
C1345,National,Central,Төв,MN41,Цээл,MN4123,"1-р баг, Оргил","1-р баг, Оргил",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.85,0.96,1.11,1.06,0.86,0.88,1.08,1.24
C1346,National,Central,Төв,MN41,Цээл,MN4123,"2-р баг, Талын хайрхан","2-р баг, Талын хайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.34,0.49,0.41,0.48,0.46,0.43,0.51,0.57
C1347,National,Central,Төв,MN41,Цээл,MN4123,"3-р баг, Майхан","3-р баг, Майхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.74,0.91,0.89,0.93,0.75,0.59,0.68,0.92
C1348,National,Central,Төв,MN41,Цээл,MN4123,"4-р баг, Сүүл буга","4-р баг, Сүүл буга",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.47,3.69,3.48,4.01,3.26,2.66,3.38,3.97
C1349,National,Central,Төв,MN41,Цээл,MN4123,"5-р баг, Хүүлэй хан","5-р баг, Хүүлэй хан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,3.02,3.67,3.93,3.74,2.92,2.52,2.72,3.22
C1350,National,Central,Төв,MN41,Эрдэнэ,MN4104,Эрдэнэ,,,Үхэр,5.78,10.15,8.19,,9.3,10.02,7.96,7.28,7.57,12.63,10.49,10.61,11.32,11.11,10.83,10.15,10.06,9.7,9.78,10.71,11.29,9.74,9.26,9.46,10.19,11.34,12.34,12.95,13.02,10.45,10.95,8.68,9.32,9.84,9.06,9.72,11.58,12.55,13.82,15.82,14.33,13.69,14.41,16.01,18.19,21.11,22.43,21.18,20.19,23.47,24.59
C1351,National,Central,Төв,MN41,Эрдэнэ,MN4104,"1-р баг, Өгөөмөр","1-р баг, Өгөөмөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,3.24,3.87,4.63,4.65,4.29,4.09,4.85,4.69
C1352,National,Central,Төв,MN41,Эрдэнэ,MN4104,"2-р баг, Чулуут","2-р баг, Чулуут",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,4.72,4.78,5.66,5.85,5.86,5.77,6.54,7.15
C1353,National,Central,Төв,MN41,Эрдэнэ,MN4104,"3-р баг, Баянтуул","3-р баг, Баянтуул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,3.14,3.48,3.94,5.03,4.98,4.62,5.35,5.46
C1354,National,Central,Төв,MN41,Эрдэнэ,MN4104,"4-р баг, Хушинга","4-р баг, Хушинга",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,2.47,3.08,3.36,3.31,3.15,2.99,3.58,3.81
C1355,National,Central,Төв,MN41,Эрдэнэ,MN4104,"5-р баг, Тамган","5-р баг, Тамган",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,2.45,2.97,3.53,3.59,2.9,2.72,3.16,3.47
C1356,National,Central,Төв,MN41,Эрдэнэсант,MN4129,Эрдэнэсант,,,Үхэр,10.23,3.64,10.16,5.03,11.03,12.89,12.46,11.8,12.35,12.12,12.37,11.28,12.11,12.27,11.68,11.7,12.59,12.07,11.97,13.12,14.46,14.67,14.02,14.7,16.71,18.23,18.5,19.64,20.88,20.67,8.58,7.56,6.06,3.73,3.63,4.3,5.49,7.41,8.63,10.54,9.92,11.42,13.55,15.77,18.97,20.89,20.98,18.6,15.66,17.55,15.4
C1357,National,Central,Төв,MN41,Эрдэнэсант,MN4129,"1-р баг, Баян-Уул","1-р баг, Баян-Уул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,3.09,3.64,3.91,3.94,2.99,2.71,2.94,2.63
C1358,National,Central,Төв,MN41,Эрдэнэсант,MN4129,"2-р баг, Баргилт","2-р баг, Баргилт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.85,3.41,3.66,3.32,2.59,2.41,2.77,2.69
C1359,National,Central,Төв,MN41,Эрдэнэсант,MN4129,"3-р баг, Буянт","3-р баг, Буянт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,3.04,3.68,4.12,3.69,3.27,2.77,3.26,2.68
C1360,National,Central,Төв,MN41,Эрдэнэсант,MN4129,"4-р баг, Угалзат","4-р баг, Угалзат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,5.15,6.26,7.06,7.85,7.83,6.07,6.66,5.62
C1361,National,Central,Төв,MN41,Эрдэнэсант,MN4129,"5-р баг, Улаанхудаг","5-р баг, Улаанхудаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,1.64,1.99,2.14,2.19,1.92,1.7,1.93,1.78
C1362,National,Central,Говьсүмбэр,MN42,Говьсүмбэр,,Говьсүмбэр,,,Үхэр,,,,,,,,,,,,,,,,,,,,,,7.48,8.15,8.5,9.14,10.11,10.92,11.85,13.42,15.15,10.6,1.9,2.27,3.27,3.91,4.48,4.76,4.97,3.87,3.41,3.7,4.33,5.61,7.7,10.36,12.39,13.65,14.9,14,14.54,16.35
C1363,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,Сүмбэр,,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,6.63,6.86,7.25,7.75,8.52,8.76,10.01,11.11,7.84,1.27,1.52,2.27,2.64,3.25,3.55,3.62,2.81,2.3,2.7,3.21,4.09,5.6,7.36,8.88,9.95,11.1,9.53,9.9,10.82
C1364,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,1-р баг,1-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.19,0.31,0.22,0.27,0.27,0.23,0.23,0.2
C1365,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,2-р баг,2-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.2,0.31,0.38,0.36,0.5,0.35,0.39,0.46
C1366,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,3-р баг,3-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.34,0.44,0.55,0.53,0.61,0.43,0.55,0.79
C1367,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,4-р баг,4-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,1.32,1.7,2,2.09,2.31,2.34,2.5,2.91
C1368,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,5-р баг,5-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,1.68,2.03,2.27,2.66,2.97,2.97,3.06,3.09
C1369,National,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,6-р баг,6-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,1.86,2.58,3.45,4.05,4.44,3.22,3.18,3.38
C1370,National,Central,Говьсүмбэр,MN42,Баянтал,MN4204,Баянтал,,,Үхэр,,,,,,,,,,,,,,,,,,,,,,7.48,0.45,0.49,0.48,0.76,0.86,1.1,1.35,1.63,1.12,0.2,0.18,0.23,0.3,0.37,0.5,0.55,0.4,0.4,0.41,0.48,0.79,1.03,1.59,1.93,2.09,2.01,2.36,2.44,2.78
C1371,National,Central,Говьсүмбэр,MN42,Баянтал,MN4204,1-р баг,1-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.55,0.8,0.98,1.03,0.78,1.18,1.25,1.49
C1372,National,Central,Говьсүмбэр,MN42,Баянтал,MN4204,2-р баг,2-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.48,0.79,0.95,1.06,1.23,1.19,1.19,1.29
C1373,National,Central,Говьсүмбэр,MN42,Шивээговь,MN4203,Шивээговь,,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,1.07,1.15,1.41,1.6,1.55,1.99,2.06,2.42,1.64,0.44,0.56,0.77,0.97,0.86,0.72,0.81,0.67,0.7,0.58,0.65,0.72,1.07,1.4,1.58,1.61,1.8,2.11,2.21,2.74
C1374,National,Central,Говьсүмбэр,MN42,Шивээговь,MN4203,1-р баг,1-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.07,0.11,0.18,0.26,0.33,0.38,0.49,0.56
C1375,National,Central,Говьсүмбэр,MN42,Шивээговь,MN4203,2-р баг,2-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,1,1.29,1.4,1.34,1.47,1.73,1.72,2.19
C1376,National,Central,Сэлэнгэ,MN43,Сэлэнгэ,,Сэлэнгэ,,,Үхэр,59.97,60.13,61.17,67.72,72.68,77.05,76.06,78.8,81.23,75.26,70.38,70.07,71.19,75.05,76.7,75.4,76.99,81.69,84.77,92.94,99.22,99.21,96.6,85.78,92.96,97.58,98.09,96.29,103.46,109.62,108.51,96.68,94.06,71.54,68.36,73.68,85.11,105.52,134.13,153.18,143.47,151.89,159.58,171.48,196.59,207.83,224.28,218.4,216.81,232.29,255.98
C1377,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,Сүхбаатар,,,Үхэр,1.33,1.42,1.6,2.03,2.27,2.45,2.29,2.31,2.04,1.83,1.75,1.8,2.03,2.45,2.47,2.41,2.52,2.58,2.83,3.08,3.8,4.86,5.1,4.66,5.23,5.83,5.87,4.47,4.84,5.37,5.07,5.01,5,3.96,3.6,3.49,3.59,3.47,3.89,4.56,3.94,4.23,4.71,4.32,4.5,5.05,5.42,5.76,6.15,5.52,5.41
C1378,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"1-р баг, Хонгорморьт","1-р баг, Хонгорморьт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,1.39,1.23,1.35,1.69,1.92,2.15,2.19,2.17
C1379,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"2-р баг, Цагаан-Эрэг","2-р баг, Цагаан-Эрэг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.12,0.05,0.04,0.06,0.08,0.03,0.03,0
C1380,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"3-р баг, Салхит","3-р баг, Салхит",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.24,0.28,0.15,0.14,0.18,0.15,0.11,0.14
C1381,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"4-р баг, Баянхаан","4-р баг, Баянхаан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,0.18,0.22,0.22,0.27,0.3,0.31,0.31
C1382,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"5-р баг, Боргүвээ","5-р баг, Боргүвээ",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.84,2.19,2.52,2.48,2.41,2.46,1.87,1.81
C1383,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"6-р баг, Орхон","6-р баг, Орхон",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.1,0.07,0.08,0.04,0.01
C1384,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"7-р баг, Ганзам","7-р баг, Ганзам",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,0.02,0.06,0.09,0.07,0.08,0.2,0.22
C1385,National,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,"8-р баг, Буурхээр","8-р баг, Буурхээр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.57,0.55,0.65,0.65,0.75,0.9,0.77,0.75
C1386,National,Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,Алтанбулаг,,,Үхэр,11.34,9.71,9.21,9.64,10.42,10.02,9.81,10.15,11.09,9.04,7.01,6.48,6.57,7,6.91,7.34,6.92,6.96,6.18,6.77,7.41,7.09,5.62,4.26,3.91,3.42,3.85,4.09,3.96,4.42,5.65,4.56,5.16,4.34,3.75,3.8,4.58,5.6,6.98,7.46,5.78,5.93,6.86,6.28,7.08,7.85,8.76,10.05,9.34,9.79,9.99
C1387,National,Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,"1-р баг, Бүргэдтэй","1-р баг, Бүргэдтэй",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.51,0.64,0.76,0.84,0.91,0.82,0.88,0.98
C1388,National,Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,"2-р баг, Суварга","2-р баг, Суварга",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.78,0.87,0.9,1,1.04,0.8,0.82,1.39
C1389,National,Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,"3-р баг, Цөх","3-р баг, Цөх",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,4.99,5.57,6.19,6.93,8.1,7.71,8.09,7.62
C1390,National,Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,Баруунбүрэн,,,Үхэр,3.54,3.45,3.47,3.53,3.95,3.86,3.5,3.96,4.17,4.41,4.52,4.53,4.61,4.63,4.47,4.84,5.17,5.24,5.63,5.97,6.32,6.21,5.99,6.2,6.79,7.74,7.61,8.01,9.12,10.47,9.95,8.89,7.79,4.61,4.66,5.38,6.02,8.36,10.26,11.64,10.17,11.07,12.55,13.92,15.24,16.51,17.43,16.87,15.39,15.42,17.23
C1391,National,Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,"1-р баг, Ивэн","1-р баг, Ивэн",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,4.69,5.18,5.57,5.78,5.44,5.17,5.42,6.22
C1392,National,Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,"2-р баг, Бургалтай","2-р баг, Бургалтай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,7.06,7.74,8.37,8.92,8.68,7.85,7.64,8.28
C1393,National,Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,"3-р баг, Цагаан-Овоо","3-р баг, Цагаан-Овоо",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,2.17,2.33,2.57,2.72,2.75,2.37,2.36,2.73
C1394,National,Central,Сэлэнгэ,MN43,Баянгол,MN4306,Баянгол,,,Үхэр,7.03,7.53,8.08,8.59,8.67,8.99,9.09,9.05,9.16,8.22,7.6,6.76,6.65,7.05,6.72,5.93,5.91,6,6.3,7.24,7.56,7.02,6.71,5.92,6.59,7.5,7.85,8.22,9.08,8.51,8.75,6.33,6.15,4.51,4.62,5.2,6.08,8.25,11.03,13.46,12.63,12.74,13.86,15.43,17.95,17.49,18.39,16.64,14.8,17.32,18.95
C1395,National,Central,Сэлэнгэ,MN43,Баянгол,MN4306,"1-р баг, Хараа","1-р баг, Хараа",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,5.08,5.79,5.3,5.3,5.05,4.28,5.39,6.02
C1396,National,Central,Сэлэнгэ,MN43,Баянгол,MN4306,"2-р баг, Баян","2-р баг, Баян",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5.56,6.5,6.64,7.07,6.07,5.28,5.68,6.22
C1397,National,Central,Сэлэнгэ,MN43,Баянгол,MN4306,"3-р баг, Гонир","3-р баг, Гонир",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,4.79,5.66,5.54,6.02,5.52,5.23,6.25,6.72
C1398,National,Central,Сэлэнгэ,MN43,Ерөө,MN4301,Ерөө,,,Үхэр,3.74,3.71,2.21,2.38,2.6,2.81,2.53,2.14,2.18,2.2,1.95,1.98,2.12,2.3,2.45,2.35,2.33,2.31,2.54,2.83,3.11,3.26,3.24,3.11,5.52,5.75,5.77,5.2,5.33,5.95,5.77,6.24,6.76,6.43,5.47,5.77,6.35,7.32,9.03,10.96,9.7,9.07,8.68,9.21,10.49,11.81,13.28,11.99,12.74,14.82,17.68
C1399,National,Central,Сэлэнгэ,MN43,Ерөө,MN4301,"1-р баг, Тавин","1-р баг, Тавин",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87,4.04,4.5,5.01,5.77,4.85,5.15,5.91,7.11
C1400,National,Central,Сэлэнгэ,MN43,Ерөө,MN4301,"2-р баг, Буурагчин","2-р баг, Буурагчин",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,2.62,3.23,3.72,4.1,3.93,4.3,5.11,6.41
C1401,National,Central,Сэлэнгэ,MN43,Ерөө,MN4301,"3-р баг, Бугант","3-р баг, Бугант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,2.55,2.76,3.08,3.41,3.21,3.3,3.8,4.16
C1402,National,Central,Сэлэнгэ,MN43,Жавхлант,MN4305,Жавхлант,,,Үхэр,,,,,,,,0.6,0.85,0.85,0.87,0.82,0.84,0.87,0.93,0.95,1.01,1.06,1.21,1.32,1.44,1.62,1.56,1.63,1.76,2.23,2.12,2.12,2.4,2.8,2.92,3.58,5.62,3.63,3.46,3.67,3.56,4.79,5.93,6.98,6.46,7.34,7.72,8.37,9.78,10.05,9.74,10.05,10.3,10.9,12.48
C1403,National,Central,Сэлэнгэ,MN43,Жавхлант,MN4305,"1-р баг, Бумбат","1-р баг, Бумбат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,4.89,5.55,5.53,5.5,5.91,5.93,6.22,6.99
C1404,National,Central,Сэлэнгэ,MN43,Жавхлант,MN4305,"2-р баг, Моностой","2-р баг, Моностой",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,3.48,4.24,4.51,4.24,4.14,4.37,4.68,5.49
C1405,National,Central,Сэлэнгэ,MN43,Зүүнбүрэн,MN4309,Зүүнбүрэн,,,Үхэр,3.45,3,3.31,3.79,4.12,4.37,3.66,3.44,3.03,3.16,2.86,2.95,3.01,3.09,3.13,3.06,3.05,2.8,2.77,3.18,3.14,2.8,2.77,2.74,3.05,3.31,3.12,2.62,2.94,2.93,3.11,3.53,3.3,2.87,2.74,2.86,3.96,5.29,7.39,7.51,6.81,7.24,8.33,8.52,9.42,9.36,10.1,11.39,12.39,13.16,13.6
C1406,National,Central,Сэлэнгэ,MN43,Зүүнбүрэн,MN4309,"1-р баг, Жаргалант","1-р баг, Жаргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,1.56,1.67,1.76,1.89,2.03,2.42,2.25,2.37
C1407,National,Central,Сэлэнгэ,MN43,Зүүнбүрэн,MN4309,"2-р баг, Бэлчир","2-р баг, Бэлчир",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56,4.31,4.57,4.46,4.98,5.59,6.04,6.2,6.55
C1408,National,Central,Сэлэнгэ,MN43,Зүүнбүрэн,MN4309,"3-р баг, Мангирт","3-р баг, Мангирт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.65,3.19,3.14,3.24,3.77,3.94,4.71,4.68
C1409,National,Central,Сэлэнгэ,MN43,Мандал,MN4303,Мандал,,,Үхэр,6.27,6.77,6.82,7.54,8.16,7.44,6.87,6.77,7.45,6.86,6.19,5.49,5.61,6.5,6.08,5.29,5.38,5.44,5.61,6.35,6.61,5.52,5.34,4.42,14.99,16.61,17.32,17.25,19.33,17.34,17.48,13.75,13.82,11.92,11.86,12.65,14.68,17.93,22.43,25.47,21.79,25.11,24.24,25.6,30.03,32.19,33.41,27.22,25.7,31.12,35.45
C1410,National,Central,Сэлэнгэ,MN43,Мандал,MN4303,"1-р баг, Төмөр зам","1-р баг, Төмөр зам",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,1.82,2.04,2.46,2.61,2.7,2.63,3.04,3.31
C1411,National,Central,Сэлэнгэ,MN43,Мандал,MN4303,"2-р баг, Ширхэнцэг","2-р баг, Ширхэнцэг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,1.85,2.33,2.78,2.66,2.06,1.97,2.46,2.93
C1412,National,Central,Сэлэнгэ,MN43,Мандал,MN4303,"3-р баг, Баянсуудал","3-р баг, Баянсуудал",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.29,2.71,2.63,2.58,1.65,1.84,2.05,2.63
C1413,National,Central,Сэлэнгэ,MN43,Мандал,MN4303,"4-р баг, Хэрх","4-р баг, Хэрх",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44,7.37,8.28,8.48,9.05,7.13,7.04,8.54,8.86
C1414,National,Central,Сэлэнгэ,MN43,Мандал,MN4303,"5-р баг, Түнхэл","5-р баг, Түнхэл",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,4.21,4.92,5.22,5.8,5.24,4.73,5.5,6.56
C1415,National,Central,Сэлэнгэ,MN43,Мандал,MN4303,"6-р баг, Баянхангай","6-р баг, Баянхангай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.01,1.28,1.43,1.58,1.37,1.18,1.36,1.6
C1416,National,Central,Сэлэнгэ,MN43,Мандал,MN4303,"7-р баг, Минжийн хангай","7-р баг, Минжийн хангай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,1.8,2.27,2.38,2.4,1.63,1.47,2.04,2.4
