GID,NATIONAL,ADM,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
G1850,National,Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,"2-р баг, Хайлаастай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,3.48,3.28,3.17,3.19,3.91,3.91,3.85,4.48
G1851,National,Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,"3-р баг, Хулгар",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.12,16.41,17.68,18.44,18.35,22.8,26.81,29.76,31.4
G1852,National,Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,"4-р баг, Ланз",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96,11.01,12.59,13.16,13.23,16.45,18.3,18.55,19.08
G1853,National,Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,"5-р баг, Шинэбулаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,9.83,11.06,9.81,9.67,11.64,14.06,15.4,17.11
G1854,National,Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,,Ямаа,12.05,10.15,12.03,13.81,15.16,16.35,17.46,18.23,19.71,19.96,20.26,21.67,17.58,14.19,15.61,17.04,18.74,17.1,17.74,18.63,17.36,18.09,20.5,,23.33,22.66,23.84,27.47,34.12,37,32.7,36.09,44.8,55.59,57.42,58.04,55.05,58.68,51.86,64,74.18,85.34,94,107.27,121.77,128.72,102.73,114.25,117,118.23,117.15
G1855,National,Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,"1-р баг, Сэргэлэн",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78,7.75,9.03,10,7.39,8.78,9.37,9.78,9.95
G1856,National,Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,"2-р баг, Өлзийт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.67,22.42,26.38,28.95,24.06,28.29,31.95,33.63,35.15
G1857,National,Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,"3-р баг, Үнэгт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.21,22.24,25.51,27.82,22.3,23.56,21.92,21.86,21.05
G1858,National,Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,"4-р баг, Дэлгэрхаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.62,22.11,24.58,25.05,21.18,22.9,21.94,19.73,19.01
G1859,National,Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,"5-р баг, Өгөөмөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.73,32.76,36.27,36.89,27.81,30.72,31.83,33.23,31.99
G1860,National,Eastern,Сүхбаатар,MN22,Түмэнцогт,MN2215,,Ямаа,0.04,0.05,0.06,0.07,0.11,0.11,0.13,0.13,0.15,0.11,0.13,0.12,0.14,0.12,0.11,0.12,0.21,0.24,0.28,0.34,0.45,0.87,1.32,,2.81,4.09,4.99,6.2,7.36,8.78,10.31,12.85,15.53,14.63,17.74,21.86,25.77,29.49,20.01,23.44,20.25,24.71,24.81,23.67,28.22,32.08,36.35,42.72,48.27,48.33,44.34
G1861,National,Eastern,Сүхбаатар,MN22,Түмэнцогт,MN2215,"1-р баг, Лхүмбэ",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45,10.03,12.85,14.97,16.96,20.03,23.27,23.85,21.41
G1862,National,Eastern,Сүхбаатар,MN22,Түмэнцогт,MN2215,"2-р баг, Баянцагаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.73,10.36,11.94,13.08,14.97,17.37,19.61,18.72,17.63
G1863,National,Eastern,Сүхбаатар,MN22,Түмэнцогт,MN2215,"3-р баг, Баян-Овоо",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,1.83,2.07,2.28,2.57,2.96,3.18,3.03,2.97
G1864,National,Eastern,Сүхбаатар,MN22,Түмэнцогт,MN2215,"4-р баг, Баянцогт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.45,1.35,1.75,1.86,2.36,2.22,2.73,2.34
G1865,National,Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,,Ямаа,6,5.19,5.76,6.36,7.69,8.63,9.41,9.55,10.2,11.15,10.56,11.86,11.42,8.55,9.66,10.72,11.21,9.65,9.46,10.32,10.12,11.26,13.99,,17.96,19.2,20.19,23.75,29.55,29.94,26.47,30.45,36.68,44.43,39.71,34.64,37.41,43.34,34.53,43.04,50.66,56.33,63.56,69.31,74.83,81.6,74.42,78.55,78.18,77.43,77.73
G1866,National,Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,"1-р баг, Баян",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.85,23.7,25.79,27.03,25.02,25.08,25.24,27.32,26.55
G1867,National,Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,"2-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.96,11.13,12.1,13.42,11.62,12.49,13.5,11.71,12.03
G1868,National,Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,"3-р баг, Тэгш",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39,14.39,16.65,19,18.07,20.7,20.38,20.65,20.07
G1869,National,Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,"4-р баг, Жавхлант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22,11.77,11.86,12.29,11.2,11.77,10.24,9.2,9.13
G1870,National,Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,"5-р баг, Дэлгэр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15,8.32,8.43,9.86,8.52,8.52,8.83,8.55,9.95
G1871,National,Eastern,Сүхбаатар,MN22,Халзан,MN2210,,Ямаа,5.3,4.11,4.3,5.03,5.58,6.35,6.31,5.8,6.54,6.96,6.89,7.86,5.67,4.84,5.42,5.83,6.02,4.44,3.95,4.72,4.73,5.35,6.43,,9.22,9.1,10.74,13.06,16.62,18.16,18.84,19.55,24.91,30.29,26.47,26.94,29.52,31.27,25.49,29.64,32.13,34.72,37.94,39.1,41.87,44.12,40.33,45.17,42.18,46.09,47.75
G1872,National,Eastern,Сүхбаатар,MN22,Халзан,MN2210,"1-р баг, Халзан шанд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,14.83,15.98,16.52,13.72,14.78,13.65,14.81,15.36
G1873,National,Eastern,Сүхбаатар,MN22,Халзан,MN2210,"2-р баг, Сахиул шанд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57,7.35,7.48,8.6,8.24,8.64,9.03,9.1,8.86
G1874,National,Eastern,Сүхбаатар,MN22,Халзан,MN2210,"3-р баг, Сайншанд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.49,9.99,10.48,11.4,11,12.67,11.38,12.25,12.41
G1875,National,Eastern,Сүхбаатар,MN22,Халзан,MN2210,"4-р баг, Хатавч",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29,6.93,7.93,7.6,7.38,9.09,8.12,9.94,11.12
G1876,National,Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,,Ямаа,21.86,17.58,18.98,21.37,16.72,17.82,18.55,19.41,19.31,18.62,17.26,17.48,15.3,14.27,14.86,13.95,13.06,8.92,10.39,11.29,10.94,11.03,12.64,,14.9,16.28,18.31,21.12,25.4,28.04,30.38,33.43,40.99,48.84,52.88,57.55,67.22,78.8,73.75,82.99,80.51,78.89,81.17,77.03,81.67,92.59,102.69,128.3,145.9,156.03,164.95
G1877,National,Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"1-р баг, Хөндлөн хайлааст",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.07,17.49,18.88,20.92,22.77,27.37,28.82,28.84,30.83
G1878,National,Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"2-р баг, Цагаан овоо",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27,4.79,5.67,6.07,6.66,7.87,8.93,8.97,10.59
G1879,National,Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"3-р баг, Бадрах",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.34,10.26,10.32,11.59,13.06,17.64,20.46,22.5,24.87
G1880,National,Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"4-р баг, Хонгор",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.41,10.03,10.13,11.8,13.45,18.26,20.13,21.23,21.81
G1881,National,Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"5-р баг, Билүүт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47,5.93,4.99,6.03,5.69,6.33,7.58,8.67,9.35
G1882,National,Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"6-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.74,15.14,16.13,18.51,20.87,25.29,31.06,32.65,32.54
G1883,National,Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"7-р баг, Хадын булаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85,10.66,12.16,13.18,15.27,18.95,21.59,24.66,26
G1884,National,Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"8-р баг, Алтан овоо",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,2.74,3.4,4.5,4.92,6.6,7.32,8.52,8.96
G1885,National,Eastern,Хэнтий,MN23,Хэнтий,,,Ямаа,114.71,116.37,119.32,120.96,131.65,135.15,129.95,128.04,144.87,152.2,140.83,162.31,164.43,154.6,148.13,141.59,141.59,149.8,154.97,185.16,199.08,178.31,194.25,205.08,211.34,240.47,267.25,305.1,354.44,353.65,364.69,377.69,414.41,477.07,505.98,583.15,670.83,818.23,822.82,862.88,807.34,906.7,973.66,"1,060.24","1,205.35","1,289.93","1,384.12","1,545.31","1,615.15","1,702.63","1,622.89"
G1886,National,Eastern,Хэнтий,MN23,Хэрлэн,MN2311,,Ямаа,0.06,0.04,0.04,0.05,3.15,0.08,0.08,0.07,0.07,0.11,0.12,0.18,0.21,0.22,0.27,0.31,0.31,0.39,0.45,0.76,1.39,1.29,2.01,2.88,4.46,13.69,15.59,20.92,20.13,20.59,31.89,31.3,31.67,43.19,46.36,53.08,60.55,78.78,80.62,86.28,78.63,85.86,93.93,104.66,124.65,131.7,145.97,162.92,179.03,191.46,186.31
G1887,National,Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"1-р баг, Хэрлэн",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57,6.99,8.74,8.88,11.6,14.27,16.33,16.48,18.04
G1888,National,Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"2-р баг, Булаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16,9.19,12.13,12.54,14.13,16.19,16.94,18.69,16.92
G1889,National,Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"3-р баг, Баянмөнх",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.19,19.38,23.23,23.44,25.37,27.21,30.16,31.42,27.88
G1890,National,Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"4-р баг, Сариг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,6.57,8.17,10.43,12.17,14.3,16.78,17.48,15.37
G1891,National,Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"5-р баг, Өндөрхаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.63,19.94,23.11,21.83,23.77,27.28,27.81,29.05,28.46
G1892,National,Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"6-р баг, Цогт-Өндөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23,4.84,5.21,5.7,6.42,5.6,4.13,4.07,3.54
G1893,National,Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"7-р баг, Номгон",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.53,18.94,21.05,22.94,23.94,24.71,26.4,29.87,34.06
G1894,National,Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"8-р баг, Ишгэн толгой",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.28,18.82,23,25.94,28.58,33.38,40.48,44.41,42.05
G1895,National,Eastern,Хэнтий,MN23,Батноров,MN2304,,Ямаа,8.3,8.65,8.25,11.69,9.85,12.69,11.69,12.03,13.92,14.43,10.02,12.84,13.4,13.04,12.12,12.25,12.25,14.15,14.48,17.13,17.97,15.8,17.77,16.83,21.03,21.91,24.22,27.35,31.29,29.18,31.69,35.14,43.58,45.34,48.8,53.58,62.99,76.31,66.43,69.5,62.82,74.99,79.23,85.92,100.2,109.97,115.76,126.28,140.54,147.93,126.52
G1896,National,Eastern,Хэнтий,MN23,Батноров,MN2304,"1-р баг, Эрдэнэчандмань",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23,6.97,8.2,9.13,9.64,10.69,11.33,11.55,10.34
G1897,National,Eastern,Хэнтий,MN23,Батноров,MN2304,"2-р баг, Эхэнбүрд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.45,13.25,15.2,16.57,16.14,18.02,21.41,22.82,18.06
G1898,National,Eastern,Хэнтий,MN23,Батноров,MN2304,"3-р баг, Баян",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.14,12.88,14.62,15.47,16.47,18.6,21.33,22.3,21.29
G1899,National,Eastern,Хэнтий,MN23,Батноров,MN2304,"4-р баг, Баянбулаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.56,12.76,15.2,16.7,16.99,19.31,23.4,24.88,22.69
G1900,National,Eastern,Хэнтий,MN23,Батноров,MN2304,"5-р баг, Идэрмэг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28,10.35,11.98,13.48,15.76,17.3,19.22,19.66,15.66
G1901,National,Eastern,Хэнтий,MN23,Батноров,MN2304,"6-р баг, Дундбүрд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,6.91,8.14,8.85,9.39,8.93,9.53,11.18,9.52
G1902,National,Eastern,Хэнтий,MN23,Батноров,MN2304,"7-р баг, Бэрх",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.24,22.81,26.86,29.78,31.38,33.44,34.33,35.54,28.99
G1903,National,Eastern,Хэнтий,MN23,Батширээт,MN2316,,Ямаа,0.1,0.11,0.14,0.17,14.03,0.23,0.25,0.33,0.28,0.33,0.27,0.35,0.41,0.46,0.59,0.53,0.53,0.61,0.62,0.81,0.67,0.75,0.83,0.73,0.88,0.98,1.2,1.53,1.84,2.16,2.63,3.02,3.58,3.6,3.68,4.68,6.1,7.71,9.65,11.82,9.79,11.06,11.07,11.83,12.88,14.56,15.01,16.6,17.57,20.11,18.56
G1904,National,Eastern,Хэнтий,MN23,Батширээт,MN2316,"1-р баг, Хурх",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.41,8.03,8.79,9.86,9.86,10.52,11.75,13.81,13.42
G1905,National,Eastern,Хэнтий,MN23,Батширээт,MN2316,"2-р баг, Барх",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,2.12,2.35,2.67,2.92,3.68,3.43,3.43,3.19
G1906,National,Eastern,Хэнтий,MN23,Батширээт,MN2316,"3-р баг, Онон",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,1.44,1.35,1.56,1.8,1.95,1.87,2.18,1.45
G1907,National,Eastern,Хэнтий,MN23,Батширээт,MN2316,"4-р баг, Норовлин",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.24,0.39,0.48,0.44,0.45,0.53,0.69,0.51
G1908,National,Eastern,Хэнтий,MN23,Баян-Адарга,MN2307,,Ямаа,3.3,3.37,3.25,3.34,6.4,4.14,3.84,4.04,4.41,4.49,4.12,5.09,5.63,6,5.39,4.3,4.3,4.7,4.79,4.91,4.81,4.32,4.62,3.7,4.14,3.82,4.61,5.74,6.45,6.43,7.13,8.66,10.95,9.81,10.47,12.48,15.89,21.01,27.54,30.83,23.35,26.18,26.95,30.47,36.46,39.2,44.56,55.46,63.31,68.38,66.12
G1909,National,Eastern,Хэнтий,MN23,Баян-Адарга,MN2307,"1-р баг, Сайхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,10.89,13.13,14.19,15.98,19.62,21.51,23.79,23.09
G1910,National,Eastern,Хэнтий,MN23,Баян-Адарга,MN2307,"2-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98,8.43,9.76,10.1,12.59,15.35,17.14,18.04,18.2
G1911,National,Eastern,Хэнтий,MN23,Баян-Адарга,MN2307,"3-р баг, Адарга",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,6.8,8.05,9.02,10.24,13.44,15.77,17.4,16.38
G1912,National,Eastern,Хэнтий,MN23,Баян-Адарга,MN2307,"4-р баг, Дуурлиг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,4.35,5.52,5.88,5.74,7.05,8.89,9.15,8.45
G1913,National,Eastern,Хэнтий,MN23,Баянмөнх,MN2317,,Ямаа,8.88,9,9.46,9.07,7.79,10.45,10.55,8.81,10.27,10.94,11.22,12.37,11.33,8.15,8.12,6.97,6.97,7.86,7.86,10.13,11.33,8.9,10.62,11.31,10.86,12.38,13.7,15.2,17.27,16.85,16.7,17.06,14.36,18.25,20.87,25.99,29.41,34.56,28.12,30.72,34.89,39.73,44.55,51.48,60.7,64.29,66.82,70.52,64.88,68.01,64.82
G1914,National,Eastern,Хэнтий,MN23,Баянмөнх,MN2317,"1-р баг, Баянбулаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.11,16.54,20.17,20.21,23.02,23.69,21.9,21.56,22.44
G1915,National,Eastern,Хэнтий,MN23,Баянмөнх,MN2317,"2-р баг, Хэрлэн",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81,16.57,19.66,22.03,21.67,22.64,20.14,23.24,21.75
G1916,National,Eastern,Хэнтий,MN23,Баянмөнх,MN2317,"3-р баг, Дулаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.82,14.92,16.85,17.77,18.31,19.87,19.17,20.03,17.71
G1917,National,Eastern,Хэнтий,MN23,Баянмөнх,MN2317,"4-р баг, Улаан-Эрэг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,3.44,4.02,4.29,3.82,4.31,3.68,3.18,2.91
G1918,National,Eastern,Хэнтий,MN23,Баян-Овоо,MN2301,,Ямаа,7.99,8.17,7.82,8.26,12.77,10.04,9.79,10.39,11.38,12.01,10.99,13.45,13.54,12.07,10.31,10.25,10.25,10.78,11.87,12.72,12.34,9.73,10.21,10.82,9.91,10.16,10.24,11.94,13.32,12.91,14.16,16.22,18.28,17.76,17.95,23.84,23.85,31.77,28.35,29.3,22.54,28.47,28.53,30.44,36.63,41.02,48.45,59.16,66.18,68.29,60.4
G1919,National,Eastern,Хэнтий,MN23,Баян-Овоо,MN2301,"1-р баг, Дэлгэрхаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89,9.9,11.37,12.01,14.88,19.23,21.69,22.47,17.94
G1920,National,Eastern,Хэнтий,MN23,Баян-Овоо,MN2301,"2-р баг, Наран",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,6.58,8.02,10.43,13.09,15.8,16.76,18.04,17.5
G1921,National,Eastern,Хэнтий,MN23,Баян-Овоо,MN2301,"3-р баг, Сүмбэр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,9.46,11.35,12.24,13.78,17.57,20.66,20.52,20.12
G1922,National,Eastern,Хэнтий,MN23,Баян-Овоо,MN2301,"4-р баг, Жавхлант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,4.5,5.89,6.34,6.7,6.56,7.08,7.25,4.84
G1923,National,Eastern,Хэнтий,MN23,Биндэр,MN2310,,Ямаа,4.64,5.04,5.23,5.65,0.22,7,7.02,8.12,8.79,8.95,9.38,10.91,11.36,10.85,10.67,9.25,9.25,10.55,10.55,11.91,11.17,9.79,8.74,6.92,7.89,9.16,10.82,12.76,14.51,15.04,16.22,16.22,18.66,16.63,18.02,22.63,28.11,33.06,37.08,41.06,40.25,42.95,43.21,47.13,53.34,61.01,68.75,78.79,134.2,93.89,88.9
G1924,National,Eastern,Хэнтий,MN23,Биндэр,MN2310,"1-р баг, Баян-Өндөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49,19.16,20.43,23.78,26.33,32.48,69.85,36.01,32.64
G1925,National,Eastern,Хэнтий,MN23,Биндэр,MN2310,"2-р баг, Мандалхаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.46,10.44,12.43,13.6,16.07,17.29,25.27,23.43,23.07
G1926,National,Eastern,Хэнтий,MN23,Биндэр,MN2310,"3-р баг, Баянгол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,4.21,4.78,5.65,6.26,7.19,39.09,7.44,6.92
G1927,National,Eastern,Хэнтий,MN23,Биндэр,MN2310,"4-р баг, Дэлгэрхаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.47,9.93,11.88,14.01,15.7,17.34,88.2,22.14,21.09
G1928,National,Eastern,Хэнтий,MN23,Биндэр,MN2310,"5-р баг, Онон",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,3.4,3.82,3.97,4.39,4.49,34.72,4.86,5.17
G1929,National,Eastern,Хэнтий,MN23,Баянхутаг,MN2306,,Ямаа,5.65,5.72,5.94,7.57,8.44,7.03,6.64,7.15,8.16,9.42,7.75,9.1,9.93,9.22,8.49,7.53,7.53,7.23,8.04,10.12,9.96,9.35,10.24,11.37,12.38,14.98,17,19.61,26.41,24.88,26.34,24.8,24.87,30.67,32.78,38.42,48.11,60.07,53.22,58.04,62.44,73.21,78.66,87.86,102.32,104.73,112.52,132.68,20.56,133.22,110.2
G1930,National,Eastern,Хэнтий,MN23,Баянхутаг,MN2306,"2-р баг, Улаан-Өндөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,18.66,22.92,22.37,22.63,26.12,7.08,24.95,21.78
G1931,National,Eastern,Хэнтий,MN23,Баянхутаг,MN2306,"3-р баг, Цантын хоолой",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.18,30.57,33.58,34.03,36.44,41.33,20.43,38.32,34.37
G1932,National,Eastern,Хэнтий,MN23,Баянхутаг,MN2306,"1-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.28,38.64,45.83,48.33,53.45,65.23,5.42,69.96,54.05
G1933,National,Eastern,Хэнтий,MN23,Галшар,MN2308,,Ямаа,7.92,8.02,8.76,9.07,8.86,8.64,7.18,6.79,8.13,21.38,20.25,22.93,22.68,19.57,21.34,22.1,22.1,20.7,21.82,25.81,27.82,29.16,33.87,36.64,31.16,33.55,36.04,39.31,46.77,48.41,45.85,42.41,44.15,49.98,50.45,53.3,59.75,67.77,54.97,60.31,64.84,74.51,83.27,92.48,103.72,109.11,109.61,119.41,117.25,110.86,107.52
G1934,National,Eastern,Хэнтий,MN23,Галшар,MN2308,"1-р баг, Арвин",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93,9.41,10.21,10.61,10.94,12.72,12.7,11.21,11.47
G1935,National,Eastern,Хэнтий,MN23,Галшар,MN2308,"2-р баг, Буянтбулаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,6.52,7.36,7.45,7.6,7.25,7.54,25.74,26.48
G1936,National,Eastern,Хэнтий,MN23,Галшар,MN2308,"3-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,7.19,9.2,10.82,10.63,12.65,13.61,25.75,24.24
G1937,National,Eastern,Хэнтий,MN23,Галшар,MN2308,"4-р баг, Баянбадрал",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.09,30.54,32.79,33.01,30.65,31.31,30.99,13.28,14.57
G1938,National,Eastern,Хэнтий,MN23,Галшар,MN2308,"5-р баг, Сангийн далай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.43,20.33,23.54,25.07,24.98,27.6,25.43,28.83,25.68
G1939,National,Eastern,Хэнтий,MN23,Галшар,MN2308,"6-р баг, Оч",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48,18.49,20.61,22.16,24.82,27.88,26.99,6.04,5.08
