HID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
H366,National,Western,Ховд,MN84,Жаргалант,MN8414,"3-р баг, Бичигт","3-р баг, Бичигт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.28,0.28,0.34,0.37,0.31,0.36,0.38,0.5
H367,National,Western,Ховд,MN84,Жаргалант,MN8414,"4-р баг, Бугат","4-р баг, Бугат",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,0.18,0.23,0.34,0.42,0.37,0.41,0.46
H368,National,Western,Ховд,MN84,Жаргалант,MN8414,"5-р баг, Буянт","5-р баг, Буянт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.53,0.76,0.74,0.95,0.99,0.91,0.82,0.75
H369,National,Western,Ховд,MN84,Жаргалант,MN8414,"6-р баг, Жаргалан","6-р баг, Жаргалан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.24,0.42,0.5,0.38,0.43,0.45,0.41,0.36
H370,National,Western,Ховд,MN84,Жаргалант,MN8414,"7-р баг, Магсаржав","7-р баг, Магсаржав",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.28,0.48,0.48,0.65,0.64,0.51,0.5,0.36
H371,National,Western,Ховд,MN84,Жаргалант,MN8414,"8-р баг, Наран","8-р баг, Наран",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.37,0.42,0.42,0.51,0.56,0.52,0.63,0.66
H372,National,Western,Ховд,MN84,Жаргалант,MN8414,"9-р баг, Рашаант","9-р баг, Рашаант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.41,0.45,0.41,0.47,0.54,0.54,0.52,0.5
H373,National,Western,Ховд,MN84,Жаргалант,MN8414,"10-р баг, Тахилт","10-р баг, Тахилт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.1,0.1,0.16,0.13,0.19,0.24,0.28,0.26
H374,National,Western,Ховд,MN84,Жаргалант,MN8414,"11-р баг, Хайрхан","11-р баг, Хайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.19,0.22,0.32,0.35,0.38,0.31,0.33,0.36
H375,National,Western,Ховд,MN84,Жаргалант,MN8414,"12-р баг, Цамбагарав","12-р баг, Цамбагарав",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.48,0.59,0.69,0.68,0.71,0.79,0.86,0.74
H376,National,Western,Ховд,MN84,Алтай,MN8408,Алтай,,Адуу,4.61,4.48,4.84,5.2,5.43,4.96,5.15,4.49,4.37,4.31,4.34,3.98,3.97,3.53,3.54,3.64,3.68,3.76,3.89,4.45,4.54,4.86,5.02,4.97,5.23,5.83,5.9,5.03,5.49,5.82,5.91,4.04,4.22,4.3,4.61,4.95,5.62,6.16,6.41,6.17,3.07,3.37,3.57,3.71,4.38,5.04,6.1,7.26,8.2,9.17,9.68
H377,National,Western,Ховд,MN84,Алтай,MN8408,"1-р баг, Бодонч","1-р баг, Бодонч",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.9,0.99,1.14,1.36,1.57,1.69,2.03,2.05
H378,National,Western,Ховд,MN84,Алтай,MN8408,"2-р баг, Алтангадас","2-р баг, Алтангадас",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,1.75,2.15,2.52,3.02,3.59,3.91,4.05,4.04
H379,National,Western,Ховд,MN84,Алтай,MN8408,"3-р баг, Барлаг","3-р баг, Барлаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.8,0.94,1.03,1.33,1.66,2.04,2.4,2.82
H380,National,Western,Ховд,MN84,Алтай,MN8408,"4-р баг, Тахилт","4-р баг, Тахилт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.26,0.3,0.35,0.4,0.45,0.56,0.68,0.76
H381,National,Western,Ховд,MN84,Булган,MN8421,Булган,,Адуу,8.68,9.58,10.17,10.32,10.73,9.14,9.34,8.4,8.16,8.33,8.67,9.5,9.34,8.05,7.46,8.35,8.92,9.39,9.62,9.93,10.41,9.58,9.53,9.13,9.55,10.88,10.77,7.48,8.31,8.59,9.33,8.67,9.14,9.58,9.87,9.4,9.63,10.11,9.97,9.5,5.2,6.04,,,7.37,8.23,9.55,10.74,12.11,13.25,12.95
H382,National,Western,Ховд,MN84,Булган,MN8421,"1-р баг, Баянгол","1-р баг, Баянгол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.95,1.19,1.28,1.56,1.76,1.98,2.3,2.34
H383,National,Western,Ховд,MN84,Булган,MN8421,"2-р баг, Баянсудал","2-р баг, Баянсудал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.11,1.12,1.31,1.45,1.58,1.53
H384,National,Western,Ховд,MN84,Булган,MN8421,"3-р баг, Байтаг","3-р баг, Байтаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,2.54,2.98,3.29,3.7,3.92,3.51
H385,National,Western,Ховд,MN84,Булган,MN8421,"4-р баг, Алагтолгой","4-р баг, Алагтолгой",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,1.91,2.26,2.55,2.96,3.27,3.31
H386,National,Western,Ховд,MN84,Булган,MN8421,"5-р баг, Далт","5-р баг, Далт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.65,0.79,0.94,1.07,1.13,1.15
H387,National,Western,Ховд,MN84,Булган,MN8421,"6-р баг, Бүрэнхангай","6-р баг, Бүрэнхангай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.75,0.86,0.89,0.96,1.06,1.1
H388,National,Western,Ховд,MN84,Буянт,MN8409,Буянт,,Адуу,10.84,11.16,11.45,11.02,11.24,10.18,9.97,8.81,8.29,8.28,8.07,8.35,8.49,8.3,7.95,8.63,9.05,9.13,9.47,9.94,9.63,8.23,6.65,5.92,6.3,7.71,7.58,7.48,7.48,7.19,6.43,5.87,4.33,4.66,5.21,5.24,5.89,6.79,6.48,5.8,5.49,5.82,6.03,6.48,7.72,8.45,9.87,11.41,11.5,11.18,10.96
H389,National,Western,Ховд,MN84,Буянт,MN8409,"1-р баг, Нарийн гол","1-р баг, Нарийн гол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,2.25,2.65,2.81,3.49,4.12,4.44,4.75,4.59
H390,National,Western,Ховд,MN84,Буянт,MN8409,"2-р баг, Цагаанбургас","2-р баг, Цагаанбургас",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,2.05,2.27,2.6,2.69,3.09,3.2,3.06,2.94
H391,National,Western,Ховд,MN84,Буянт,MN8409,"3-р баг, Наранхайрхан","3-р баг, Наранхайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.99,1.26,1.46,1.79,2.05,1.78,1.44,1.39
H392,National,Western,Ховд,MN84,Буянт,MN8409,"4-р баг, Цагаан-Эрэг","4-р баг, Цагаан-Эрэг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.76,1.01,1,1.22,1.26,1.13,0.99,0.89
H393,National,Western,Ховд,MN84,Буянт,MN8409,"5-р баг, Норжинхайрхан","5-р баг, Норжинхайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.44,0.54,0.58,0.68,0.9,0.95,0.94,1.15
H394,National,Western,Ховд,MN84,Дарви,MN8401,Дарви,,Адуу,9.66,10.54,11.29,12.33,11.54,11,10.99,7.77,7.36,7.45,7.12,7.73,7.77,6.04,5.61,6.14,6.51,6.99,7.48,7.74,7.04,6.72,5.71,5.55,6.32,7.06,7.63,7.58,7.43,8.07,7.71,4.52,1.91,2.33,2.85,3.28,3.83,4.85,5.28,5.29,3.69,4.46,5.26,6.4,7.25,8,9.27,8.83,8.09,7.75,7.85
H395,National,Western,Ховд,MN84,Дарви,MN8401,"1-р баг, Булаг","1-р баг, Булаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.34,1.38,1.59,1.86,1.86,1.78,1.81,1.8
H396,National,Western,Ховд,MN84,Дарви,MN8401,"2-р баг, Дэлгэр","2-р баг, Дэлгэр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,1.95,2.29,2.42,2.77,2.66,2.44,2.29,2.35
H397,National,Western,Ховд,MN84,Дарви,MN8401,"3-р баг, Мөрөн","3-р баг, Мөрөн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.51,1.71,1.97,2.26,2.03,1.7,1.65,1.76
H398,National,Western,Ховд,MN84,Дарви,MN8401,"4-р баг, Мөнгөн аяга","4-р баг, Мөнгөн аяга",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.92,1.07,1.12,1.29,1.23,1.13,0.97,0.93
H399,National,Western,Ховд,MN84,Дарви,MN8401,"5-р баг, Булган","5-р баг, Булган",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.68,0.8,0.91,1.08,1.05,1.04,1.03,1.02
H400,National,Western,Ховд,MN84,Дөргөн,MN8402,Дөргөн,,Адуу,14.1,13.89,14.35,12.48,12.68,12.36,11.65,10.76,4.86,4.94,3.94,4.22,4.36,4.52,4.9,5.2,5.14,5.22,5.19,5.07,5.3,4.69,3.49,4.04,4.54,4.68,3.95,4.13,4.15,4.13,3.23,3.1,2.34,2.88,3.47,3.86,4.19,4.42,4.3,3.53,3,3.41,3.8,4.32,4.72,5.17,5.31,5.94,5.41,5.8,6.06
H401,National,Western,Ховд,MN84,Дөргөн,MN8402,"1-р баг, Агваш","1-р баг, Агваш",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,1.8,2.03,2.26,2.37,2.61,2.46,2.51,2.62
H402,National,Western,Ховд,MN84,Дөргөн,MN8402,"2-р баг, Сээр","2-р баг, Сээр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.71,0.83,0.95,0.96,1.07,0.94,0.97,1.07
H403,National,Western,Ховд,MN84,Дөргөн,MN8402,"3-р баг, Аргалант","3-р баг, Аргалант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,1.54,1.59,1.68,1.65,1.84,1.64,1.87,1.86
H404,National,Western,Ховд,MN84,Дөргөн,MN8402,"4-р баг, Өгөөмөр","4-р баг, Өгөөмөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.27,0.27,0.28,0.34,0.43,0.37,0.45,0.51
H405,National,Western,Ховд,MN84,Дуут,MN8420,Дуут,,Адуу,2.84,2.97,3.05,3.15,3.11,2.98,3.11,2.86,,3.84,2.82,2.96,2.95,2.85,2.8,3.04,3.15,3.29,3.5,3.68,3.8,3.84,3.67,3.84,4.12,4.41,4.42,4.11,3.59,3.72,3.64,2.87,2.25,1.92,2.13,2.05,1.98,2.15,2.04,1.33,1.29,1.37,1.5,1.67,1.92,2.38,3.02,3.59,3.59,3.39,3.52
H406,National,Western,Ховд,MN84,Дуут,MN8420,"1-р баг, Шивэр","1-р баг, Шивэр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.51,0.59,0.76,1,1.1,1.11,0.96,0.94
H407,National,Western,Ховд,MN84,Дуут,MN8420,"2-р баг, Хөх бэлчир","2-р баг, Хөх бэлчир",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.56,0.65,0.75,0.99,1.25,1.39,1.41,1.37
H408,National,Western,Ховд,MN84,Дуут,MN8420,"3-р баг, Цагаан бургас","3-р баг, Цагаан бургас",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.53,0.58,0.76,0.89,1.12,0.94,0.88,1.05
H409,National,Western,Ховд,MN84,Дуут,MN8420,"4-р баг, Босго","4-р баг, Босго",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.08,0.1,0.12,0.15,0.12,0.15,0.14,0.16
H410,National,Western,Ховд,MN84,Зэрэг,MN8406,Зэрэг,,Адуу,3.62,3.87,4.02,4.22,4.27,4.11,4.14,3.34,2.78,2.81,3.46,3.64,3.8,3.77,3.52,3.72,3.92,4.2,4.52,4.76,4.78,5.02,5.11,5.38,5.75,6.29,6.26,6.36,6.24,6.64,6.55,4.68,2.69,3.23,3.68,4.36,5.01,5.41,5.23,5.27,4.85,4.43,5.02,5.43,5.79,6.25,6.95,6.97,5.83,5.21,5.61
H411,National,Western,Ховд,MN84,Зэрэг,MN8406,"1-р баг, Гүвээ","1-р баг, Гүвээ",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,1.68,1.84,2.11,2.18,2.3,1.92,1.75,1.83
H412,National,Western,Ховд,MN84,Зэрэг,MN8406,"2-р баг, Бургасан","2-р баг, Бургасан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.15,1.27,1.31,1.43,1.48,1.26,1.16,1.28
H413,National,Western,Ховд,MN84,Зэрэг,MN8406,"3-р баг, Бураа","3-р баг, Бураа",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1.17,1.18,1.24,1.44,1.39,1.12,1.02,1.1
H414,National,Western,Ховд,MN84,Зэрэг,MN8406,"4-р баг, Эхэн","4-р баг, Эхэн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.9,0.94,0.99,1.18,1.09,0.92,0.79,0.84
H415,National,Western,Ховд,MN84,Зэрэг,MN8406,"5-р баг, Хөндлөн","5-р баг, Хөндлөн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.53,0.56,0.6,0.73,0.71,0.6,0.5,0.57
H416,National,Western,Ховд,MN84,Манхан,MN8411,Манхан,,Адуу,4.74,4.96,5.26,5.45,5.55,5.41,5.62,4.99,3.29,3.4,4.93,5.21,5.16,5,4.62,5.11,5.32,5.84,6.21,6.58,6.57,6.4,6.56,6.7,7.19,8.13,7.71,7.78,7.24,7.81,7.65,5.97,2.78,3.42,4.27,4.95,5.85,6.34,6.17,5.45,5.68,5.65,6.35,6.8,7.56,8.18,9.27,9.58,8.61,7.78,8.27
H417,National,Western,Ховд,MN84,Манхан,MN8411,"1-р баг, Тахилт","1-р баг, Тахилт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.76,0.89,0.92,1.05,1.15,1.11,0.99,1.03
H418,National,Western,Ховд,MN84,Манхан,MN8411,"2-р баг, Зэрэг гол","2-р баг, Зэрэг гол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1.39,1.6,1.75,1.83,1.79,1.44,1.35,1.46
H419,National,Western,Ховд,MN84,Манхан,MN8411,"3-р баг, Улаан хүрээ","3-р баг, Улаан хүрээ",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.94,1.09,1.17,1.33,1.37,1.19,0.94,1.01
H420,National,Western,Ховд,MN84,Манхан,MN8411,"4-р баг, Баянгол","4-р баг, Баянгол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.61,2.89,3.11,3.58,3.71,3.43,3.22,3.41
H421,National,Western,Ховд,MN84,Манхан,MN8411,"5-р баг, Ботгон","5-р баг, Ботгон",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.69,0.74,0.8,0.97,1.05,0.93,0.84,0.86
H422,National,Western,Ховд,MN84,Манхан,MN8411,"6-р баг, Төгрөг гол","6-р баг, Төгрөг гол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.4,0.36,0.43,0.51,0.5,0.51,0.44,0.51
H423,National,Western,Ховд,MN84,Мөнххайрхан,MN8419,Мөнххайрхан,,Адуу,2.48,2.57,2.84,2.97,3.1,3,3.16,3.02,2.85,2.97,2.98,3.06,3.09,2.94,2.94,3.11,3.13,3.11,3.32,3.38,3.56,3.75,3.69,3.74,3.98,4.35,4.37,4.2,3.17,3.35,3.27,2.74,2.35,1.84,2,2.01,2.18,2.33,2.15,1.93,1.99,1.72,1.88,2.12,2.34,2.69,3.07,3.48,3.74,3.59,3.64
H424,National,Western,Ховд,MN84,Мөнххайрхан,MN8419,"1-р баг, Алаг","1-р баг, Алаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.66,0.7,0.84,0.95,1.06,1.2,1.23,1.23
H425,National,Western,Ховд,MN84,Мөнххайрхан,MN8419,"2-р баг, Борт","2-р баг, Борт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.57,0.61,0.71,0.78,0.91,0.93,0.85,0.94
H426,National,Western,Ховд,MN84,Мөнххайрхан,MN8419,"3-р баг, Хаг","3-р баг, Хаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.48,0.58,0.6,0.71,0.8,0.85,0.79,0.72
H427,National,Western,Ховд,MN84,Мөнххайрхан,MN8419,"4-р баг, Сэнхэр","4-р баг, Сэнхэр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.41,0.46,0.55,0.64,0.7,0.77,0.72,0.75
H428,National,Western,Ховд,MN84,Мөст,MN8407,Мөст,,Адуу,4.79,5.32,5.54,6.15,6.33,5.9,6.08,5.96,5.74,5.78,5.79,6.1,5.58,4.97,4.66,5.4,5.54,5.75,6.05,6.41,6.88,7.18,7.77,8.02,8.71,9.56,9.67,8.79,7.45,7.38,7.28,4.83,3.95,3.48,3.76,4.17,4.85,5.6,5.51,5.17,4.88,4.29,4.45,4.72,5.03,5.43,6.34,6.87,7.02,6.47,6.47
H429,National,Western,Ховд,MN84,Мөст,MN8407,"1-р баг, Цэцэг гол","1-р баг, Цэцэг гол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.54,1.64,1.67,1.96,2.22,2.16,1.96,1.86
H430,National,Western,Ховд,MN84,Мөст,MN8407,"2-р баг, Хужирт","2-р баг, Хужирт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.93,0.97,1.06,1.29,1.52,1.64,1.67,1.73
H431,National,Western,Ховд,MN84,Мөст,MN8407,"3-р баг, Баянхайрхан","3-р баг, Баянхайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.28,1.42,1.63,1.74,1.77,1.74,1.47,1.5
H432,National,Western,Ховд,MN84,Мөст,MN8407,"4-р баг, Давст","4-р баг, Давст",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.38,0.38,0.41,0.49,0.49,0.53,0.45,0.48
H433,National,Western,Ховд,MN84,Мөст,MN8407,"5-р баг, Улаантолгой","5-р баг, Улаантолгой",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.6,0.62,0.67,0.86,0.88,0.96,0.92,0.9
H434,National,Western,Ховд,MN84,Мянгад,MN8410,Мянгад,,Адуу,,,,,,,,,9.85,6.14,5.89,6.19,6.38,6.41,6.6,7.11,7.4,7.7,7.95,8.18,8.41,6.96,6.58,6.95,8.18,9.32,9.97,9.56,8.74,8.25,6.16,5.87,4.72,5.38,5.77,6.06,6.98,7.7,7.19,6.37,4.91,5.32,5.95,7,8.2,10.16,10.99,12.11,11.55,11.96,11.94
H435,National,Western,Ховд,MN84,Мянгад,MN8410,"1-р баг, Чацаргант","1-р баг, Чацаргант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.61,2.02,2.4,2.36,2.8,2.57,2.57,2.62
H436,National,Western,Ховд,MN84,Мянгад,MN8410,"2-р баг, Баянбулаг","2-р баг, Баянбулаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.85,1.05,1.38,1.52,1.75,1.48,1.4,1.43
H437,National,Western,Ховд,MN84,Мянгад,MN8410,"3-р баг, Гахайт","3-р баг, Гахайт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.72,0.75,0.82,0.85,1.05,1,1.09,1.13
H438,National,Western,Ховд,MN84,Мянгад,MN8410,"4-р баг, Цагаанбулан","4-р баг, Цагаанбулан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,3.46,3.94,4.94,5.48,5.85,5.86,6.15,6.03
H439,National,Western,Ховд,MN84,Мянгад,MN8410,"5-р баг, Баянхошуу","5-р баг, Баянхошуу",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.36,0.45,0.62,0.78,0.67,0.65,0.75,0.73
H440,National,Western,Ховд,MN84,Үенч,MN8413,Үенч,,Адуу,0.33,3.71,4.33,4.54,6.12,5.32,5.32,4.84,4.95,4.66,4.34,4.5,4.32,3.74,3.31,3.57,3.53,3.66,3.68,4.16,4.86,4.85,5.12,5.11,5.35,5.93,6,5.32,5.27,5.72,5.87,4.71,4.87,4.46,4.56,4.41,4.62,4.61,4.79,5.07,3.18,3.45,3.33,3.72,4.06,4.3,4.98,5.41,5.91,6.03,6.07
H441,National,Western,Ховд,MN84,Үенч,MN8413,"1-р баг, Цагаантүнгэ","1-р баг, Цагаантүнгэ",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.12,1.16,1.31,1.38,1.52,1.59,1.58
H442,National,Western,Ховд,MN84,Үенч,MN8413,"2-р баг, Нарийн гол","2-р баг, Нарийн гол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,1.02,1.13,1.31,1.42,1.62,1.72,1.74
H443,National,Western,Ховд,MN84,Үенч,MN8413,"3-р баг, Жаргалан","3-р баг, Жаргалан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.6,0.69,0.73,0.86,0.93,1.02,0.96,1.03
H444,National,Western,Ховд,MN84,Үенч,MN8413,"4-р баг, Улиаст","4-р баг, Улиаст",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.41,0.47,0.52,0.58,0.64,0.64,0.73,0.67
H445,National,Western,Ховд,MN84,Үенч,MN8413,"5-р баг, Хөх үзүүр","5-р баг, Хөх үзүүр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.69,0.77,0.76,0.92,1.04,1.11,1.04,1.05
H446,National,Western,Ховд,MN84,Ховд,MN8417,Ховд,,Адуу,6.44,6.85,6.66,6.8,6.73,6.62,6.64,6.22,5.99,5.69,5.97,6.35,6.69,6.6,6.9,7.26,7.17,7.6,8.1,8.33,7.93,6.86,4.65,4.86,5.44,6.19,6.29,6.64,6.2,6.08,5.41,4.63,4.86,4.91,4.3,4.01,4.17,4.23,3.65,3.01,2.44,3.06,3.52,3.97,4.55,4.86,5.63,6.13,5.97,5.66,6.63
H447,National,Western,Ховд,MN84,Ховд,MN8417,"1-р баг, Баянбулаг","1-р баг, Баянбулаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.09,1.22,1.26,1.49,1.72,1.65,1.59,1.81
H448,National,Western,Ховд,MN84,Ховд,MN8417,"2-р баг, Цагаанбургас","2-р баг, Цагаанбургас",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.99,1.22,1.25,1.52,1.68,1.67,1.57,1.92
H449,National,Western,Ховд,MN84,Ховд,MN8417,"3-р баг, Баруун салаа","3-р баг, Баруун салаа",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.16,1.29,1.47,1.61,1.67,1.74,1.56,1.76
H450,National,Western,Ховд,MN84,Ховд,MN8417,"4-р баг, Улаанбураа","4-р баг, Улаанбураа",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.5,0.56,0.57,0.6,0.59,0.52,0.56,0.63
H451,National,Western,Ховд,MN84,Ховд,MN8417,"5-р баг, Дунд ус","5-р баг, Дунд ус",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.23,0.26,0.3,0.41,0.47,0.39,0.39,0.51
H452,National,Western,Ховд,MN84,Цэцэг,MN8405,Цэцэг,,Адуу,2.5,2.58,2.7,2.86,3.07,2.93,3.06,2.81,2.73,2.6,2.57,3.26,3.2,2.98,2.79,2.88,2.92,2.93,3.17,3.26,3.21,3.27,3.36,3.44,3.65,4.12,4.47,4.29,4.13,4.61,4.7,3.85,3.45,3.46,3.92,4.27,4.6,5.27,5.16,5.3,4.44,3.75,3.9,3.98,4.48,5.08,6.07,7.17,7.87,8.28,8.03
H453,National,Western,Ховд,MN84,Цэцэг,MN8405,"1-р баг, Хажинга","1-р баг, Хажинга",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1.2,1.22,1.31,1.54,1.74,1.71,1.69,1.43
H454,National,Western,Ховд,MN84,Цэцэг,MN8405,"2-р баг, Баянгол","2-р баг, Баянгол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.1,1.32,1.53,1.8,2.09,2.4,2.57,2.59
