SID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
S514,National,Western,Увс,MN85,Малчин,MN8509,Малчин,,Хонь,75.66,81.2,82.8,84.54,84.33,84.22,67.87,66.62,69.6,75.43,76.86,75.03,79.77,79.44,69.5,72.49,68.72,69.6,69.56,73.4,75.37,66.27,65.08,70.43,70.5,68.3,70.37,73.14,71.33,65.73,57.39,51.51,56.01,55.2,63.41,61.03,69.39,73.87,59.38,68.42,53.48,58.99,68.38,74.87,84.74,88.76,93.96,100.96,104.5,108.72,109.23
S515,National,Western,Увс,MN85,Малчин,MN8509,"1-р баг, Баянмандал","1-р баг, Баянмандал",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46,23.81,26.61,28.57,29.19,32.37,33.36,34.4,34.12
S516,National,Western,Увс,MN85,Малчин,MN8509,"2-р баг, Цалгар","2-р баг, Цалгар",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.84,7.1,8.49,7.87,9.24,10.46,11.25,12.15,12.39
S517,National,Western,Увс,MN85,Малчин,MN8509,"3-р баг, Баянхайрхан","3-р баг, Баянхайрхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.92,22.26,24.51,26.17,28.96,30.85,31.56,32.18,32.34
S518,National,Western,Увс,MN85,Малчин,MN8509,"4-р баг, Баян-Эрдэнэ","4-р баг, Баян-Эрдэнэ",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.16,21.7,25.14,26.15,26.57,27.27,28.34,29.99,30.39
S519,National,Western,Увс,MN85,Наранбулаг,MN8511,Наранбулаг,,Хонь,75.37,79.98,80.98,87.78,81.28,74.59,58.61,61.35,64.93,67.94,69.06,71.48,72.65,67.22,67.73,66.57,65.9,67.24,68.11,68.8,67.83,62.24,57.53,59.64,60.46,56.93,58.36,61.98,65.63,66.44,56.8,62.44,60.05,66.02,76.25,71.98,83.62,89.24,77.62,77.82,51.99,59.86,72.67,85.15,99.96,107.28,112.51,124.56,131.26,123.57,128.4
S520,National,Western,Увс,MN85,Наранбулаг,MN8511,"1-р баг, Гүн бүрд","1-р баг, Гүн бүрд",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.63,8.25,8.23,8.73,10.03,10.52,9.85,11.2
S521,National,Western,Увс,MN85,Наранбулаг,MN8511,"2-р баг, Алдар","2-р баг, Алдар",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.72,27.32,30.69,32.92,36.88,41.01,43.93,40.67,40.86
S522,National,Western,Увс,MN85,Наранбулаг,MN8511,"3-р баг, Хужирт","3-р баг, Хужирт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,31.13,36.67,40.01,43.85,46.21,48.13,47.15,47.74
S523,National,Western,Увс,MN85,Наранбулаг,MN8511,"4-р баг, Улаан-Үзүүр","4-р баг, Улаан-Үзүүр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,20.06,24.35,26.12,23.05,27.32,28.69,25.9,28.6
S524,National,Western,Увс,MN85,Өлгий,MN8515,Өлгий,,Хонь,60.63,60.61,58.73,58.57,58.09,52.76,43.21,47.32,49.34,50.35,51.82,54.8,55.33,45.28,47.17,48.89,48.77,50.89,52.01,50.99,51.34,49.16,48.63,51.92,52.4,54.31,51.75,52.57,54.77,55.76,40.15,41.6,19.89,24.71,30.4,30.47,37.32,40.36,36.15,29.58,16.5,19.66,24.36,29.62,35.39,40.54,41.54,48.76,49.21,41.53,47.41
S525,National,Western,Увс,MN85,Өлгий,MN8515,"1-р баг, Чаргат","1-р баг, Чаргат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,11.59,13.58,15.48,15.52,17.82,18.78,16.08,18.6
S526,National,Western,Увс,MN85,Өлгий,MN8515,"2-р баг, Өлгий нуур","2-р баг, Өлгий нуур",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03,11.84,14.6,16.97,17.24,20.34,19.52,15.44,17.94
S527,National,Western,Увс,MN85,Өлгий,MN8515,"3-р баг, Хулст нуур","3-р баг, Хулст нуур",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27,5.18,6.08,6.71,7.12,8.56,8.67,7.44,8.36
S528,National,Western,Увс,MN85,Өлгий,MN8515,"4-р баг, Хөдөлмөр","4-р баг, Хөдөлмөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,1.01,1.13,1.38,1.66,2.03,2.24,2.57,2.51
S529,National,Western,Увс,MN85,Өмнөговь,MN8521,Өмнөговь,,Хонь,97.51,95.36,97.17,101.97,104.9,100.94,69.65,74.64,74.99,76.01,73.89,75.86,75.91,63.76,68.08,70.55,70.28,73.89,76.76,79.67,82.59,74.36,77.22,79.16,77.66,78.51,70.57,73.55,69.54,66.41,48.24,50.46,41.03,53.1,65.3,68.16,76.56,83.26,80.12,66.38,38.64,45.44,56.81,70.05,82.77,89.06,93.62,109.06,113.71,100.66,108.28
S530,National,Western,Увс,MN85,Өмнөговь,MN8521,"1-р баг, Холбоо","1-р баг, Холбоо",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68,15.8,18.57,19.22,18.66,22.21,24.96,19.35,21.02
S531,National,Western,Увс,MN85,Өмнөговь,MN8521,"2-р баг, Улиаст","2-р баг, Улиаст",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.01,15.65,18.57,19.61,21.55,23.8,22.96,19.18,20.27
S532,National,Western,Увс,MN85,Өмнөговь,MN8521,"3-р баг, Орлого","3-р баг, Орлого",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,24.63,28.14,30.77,32.09,39.18,41.23,40.06,43.55
S533,National,Western,Увс,MN85,Өмнөговь,MN8521,"4-р баг, Баянгол","4-р баг, Баянгол",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,10.36,13.15,14.77,15.38,16.76,17.27,14.53,15.49
S534,National,Western,Увс,MN85,Өмнөговь,MN8521,"5-р баг, Намир","5-р баг, Намир",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,3.62,4.35,4.68,5.95,7.11,7.29,7.54,7.95
S535,National,Western,Увс,MN85,Өндөрхангай,MN8503,Өндөрхангай,,Хонь,65.07,64.42,63.38,64.41,63.64,64.69,67.24,69.99,73.16,74.2,70.9,61.51,64.25,63.58,58.96,59.27,56.36,57.09,56.8,58.16,57.81,51.76,54.54,57,53.92,49.64,48.38,52.89,56.36,60.63,47.57,46.43,42.09,48.73,60.1,60.14,73.53,86.57,86.34,70.63,45.15,54.48,60.71,66.04,78.83,88.4,79.84,99.89,93.84,109.17,113.45
S536,National,Western,Увс,MN85,Өндөрхангай,MN8503,"1-р баг, Цалуу","1-р баг, Цалуу",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47,11.9,14.98,17.29,16.35,21.31,22.45,24.88,26.44
S537,National,Western,Увс,MN85,Өндөрхангай,MN8503,"2-р баг, Батсайхан","2-р баг, Батсайхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.82,12.59,14.15,16.51,13.36,15.49,16.15,18.51,19.09
S538,National,Western,Увс,MN85,Өндөрхангай,MN8503,"3-р баг, Цагааннуур","3-р баг, Цагааннуур",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56,19.29,23.8,25.77,22.32,28.45,25.69,30.04,30.38
S539,National,Western,Увс,MN85,Өндөрхангай,MN8503,"4-р баг, Жаргалант","4-р баг, Жаргалант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.54,16.19,18.92,21.69,20.93,26.47,22.5,27.87,28.73
S540,National,Western,Увс,MN85,Өндөрхангай,MN8503,"5-р баг, Цэцэрлэг","5-р баг, Цэцэрлэг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32,6.06,6.98,7.14,6.88,8.18,7.05,7.88,8.81
S541,National,Western,Увс,MN85,Сагил,MN8519,Сагил,,Хонь,65.13,62.92,62.48,62.25,63.24,59.68,54.69,51.17,51.99,53.9,52.38,52.52,54.12,48.48,43.93,43.59,43.1,44.48,44.76,44.86,43.64,41.92,43.98,43.73,44.06,42.01,41.4,50.54,41.65,37.39,39.52,39.99,43.19,47.2,54.03,57.69,69.65,72.17,75.91,72.48,50,49.14,53.31,57.19,66.78,71.91,73.04,83.16,87.63,90.57,93.31
S542,National,Western,Увс,MN85,Сагил,MN8519,"1-р баг, Баянзүрх","1-р баг, Баянзүрх",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.37,12.6,14.37,15.5,15.69,17.51,18.78,19.61,20.58
S543,National,Western,Увс,MN85,Сагил,MN8519,"2-р баг, Боршоо","2-р баг, Боршоо",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.22,7.59,8.98,8.11,6.99,8.53,8.83,9.29,9.92
S544,National,Western,Увс,MN85,Сагил,MN8519,"3-р баг, Өндөр мод","3-р баг, Өндөр мод",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81,15.54,19.32,21.88,20.9,24.13,24.62,26.71,27.54
S545,National,Western,Увс,MN85,Сагил,MN8519,"4-р баг, Үүрэг нуур","4-р баг, Үүрэг нуур",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.58,18.81,20.71,21.65,23.85,27.2,28.74,27.98,27.85
S546,National,Western,Увс,MN85,Сагил,MN8519,"5-р баг, Хар мод","5-р баг, Хар мод",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.65,3.4,4.78,5.6,5.79,6.65,6.98,7.42
S547,National,Western,Увс,MN85,Тариалан,MN8513,Тариалан,,Хонь,71.08,71.88,72.55,77.66,87.97,82.25,69.52,75.99,75.76,80.1,83.73,84.7,84.38,75.14,74.84,74.98,74.47,77.58,79.14,81.24,82.81,65.12,66.29,59.35,56.99,61.74,65.18,65.45,73.31,72.37,57.19,56.7,57.65,63.29,68.42,73.75,76.57,78.86,67.17,60.1,37.12,40.73,48.59,54.51,66.38,68.25,75.23,86.27,89.67,86.64,84.91
S548,National,Western,Увс,MN85,Тариалан,MN8513,"1-р баг, Бургастай","1-р баг, Бургастай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,15.91,18.55,19.61,20.93,22.72,23.39,21.53,21.11
S549,National,Western,Увс,MN85,Тариалан,MN8513,"2-р баг, Тарвагатай","2-р баг, Тарвагатай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.62,11.98,14.83,15.63,17.09,20.04,20.55,20.11,18.62
S550,National,Western,Увс,MN85,Тариалан,MN8513,"3-р баг, Мянган","3-р баг, Мянган",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.95,13.44,16.8,16.22,17.53,19.65,21.04,21.42,21.7
S551,National,Western,Увс,MN85,Тариалан,MN8513,"4-р баг, Толь","4-р баг, Толь",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3.33,4.03,3.89,5.88,7.06,7.34,6.89,6.39
S552,National,Western,Увс,MN85,Тариалан,MN8513,"5-р баг, Хөхөө","5-р баг, Хөхөө",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,5.96,7.07,7.09,8.13,10.13,10.34,10.26,10.67
S553,National,Western,Увс,MN85,Тариалан,MN8513,"6-р баг, Хархираа","6-р баг, Хархираа",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.88,5.11,5.82,5.66,6.67,7.01,6.43,6.42
S554,National,Western,Увс,MN85,Түргэн,MN8520,Түргэн,,Хонь,45.3,41.94,41.86,42.6,38.1,35.43,30.18,29.93,30.4,31.62,32.8,32.32,35.26,32.5,34.37,34.68,33.59,32.75,33.3,34.05,35.54,36.6,38.31,36.41,35.5,33.94,32.73,34.5,35.44,37.32,37.85,38.59,32.99,33.7,39,44.19,50.52,53.98,58.01,50.75,34.04,36.75,37.06,43.02,50.31,58.75,66.81,74.84,77.23,78.32,74.24
S555,National,Western,Увс,MN85,Түргэн,MN8520,"1-р баг, Баянхайрхан","1-р баг, Баянхайрхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63,15.6,18.5,19.61,24.07,27.64,29.95,32.1,30.88
S556,National,Western,Увс,MN85,Түргэн,MN8520,"2-р баг, Аршаант","2-р баг, Аршаант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.59,24.04,28.12,35,37.67,41.32,41.79,40.6,38.29
S557,National,Western,Увс,MN85,Түргэн,MN8520,"3-р баг, Эрдэнэхайрхан","3-р баг, Эрдэнэхайрхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,3.38,3.69,4.14,5.08,5.88,5.5,5.61,5.08
S558,National,Western,Увс,MN85,Тэс,MN8506,Тэс,,Хонь,75.3,81.04,83.65,89.93,88.51,86.74,74.01,72.04,72.99,74.12,75.29,80.95,82.21,79.98,81.83,80.23,80.8,76.89,79.77,81.82,88.04,92.47,97.79,90.52,81.9,72.17,69.61,70.9,79.93,88.3,93.79,97.33,103.67,94.51,107.69,120.07,143.87,163.36,143.75,142.75,127.49,138.46,149.85,162.06,179.74,175.51,162.97,170.7,152.32,159.09,150.25
S559,National,Western,Увс,MN85,Тэс,MN8506,1-р баг,1-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.93,16.72,26.58,25.87,24.18,25.46,21.29,21.64,17.25
S560,National,Western,Увс,MN85,Тэс,MN8506,2-р баг,2-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.41,17.41,24.21,22.82,20.81,21.66,19,18.91,17.84
S561,National,Western,Увс,MN85,Тэс,MN8506,3-р баг,3-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.97,23.76,15.04,13.4,12.45,13.92,11.95,12.58,11.89
S562,National,Western,Увс,MN85,Тэс,MN8506,4-р баг,4-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.75,22.03,15.52,16.16,14.22,14.07,12.05,12.49,12.65
S563,National,Western,Увс,MN85,Тэс,MN8506,5-р баг,5-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.33,13.88,21.83,22.13,19.44,21.12,18.53,18.79,18.1
S564,National,Western,Увс,MN85,Тэс,MN8506,6-р баг,6-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.89,13.34,13.04,11.46,11.02,11.34,10.84,11.85,10.61
S565,National,Western,Увс,MN85,Тэс,MN8506,8-р баг,8-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.62,19.1,12.31,12.57,11.84,12.53,10.48,10.46,10.37
S566,National,Western,Увс,MN85,Тэс,MN8506,9-р баг,9-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,12.08,15.24,15.66,15.21,16.94,15.37,17.3,16.31
S567,National,Western,Увс,MN85,Тэс,MN8506,10-р баг,10-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.96,11.14,18.24,18.7,17.1,17.42,16.54,17.94,17.24
S568,National,Western,Увс,MN85,Тэс,MN8506,11-р баг,11-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.73,12.61,17.75,16.75,16.7,16.24,16.28,17.13,18
S569,National,Western,Увс,MN85,Ховд,MN8523,Ховд,,Хонь,51,52.01,52.4,53.1,53.93,46.38,42.69,45.6,45.89,47.66,47.23,42.16,44.53,40.19,39.14,40.76,39.81,40.7,42.41,42.9,42.88,38.76,39.65,39.43,40.28,39.26,35.14,36.41,36.93,34.47,29.32,26.45,16.48,18.93,22.34,24.07,27.82,30,32.78,30.58,21.2,24.53,27.72,31.98,35.38,39.59,42.63,49.91,49.56,50.33,49.93
S570,National,Western,Увс,MN85,Ховд,MN8523,"1-р баг, Ховд","1-р баг, Ховд",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,3.47,4.43,4.45,5.09,6.36,7.1,8.62,8.74
S571,National,Western,Увс,MN85,Ховд,MN8523,"2-р баг, Шивэр","2-р баг, Шивэр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67,10.5,11.19,13.37,13.48,16.69,17.07,17.14,18.09
S572,National,Western,Увс,MN85,Ховд,MN8523,"3-р баг, Ачит","3-р баг, Ачит",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28,8.84,10.01,10.34,11.07,12.25,11.77,10.4,9.35
S573,National,Western,Увс,MN85,Ховд,MN8523,"4-р баг, Халиунбулаг","4-р баг, Халиунбулаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,9.17,9.75,11.43,12.99,14.6,13.62,14.17,13.75
S574,National,Western,Увс,MN85,Хяргас,MN8508,Хяргас,,Хонь,60.6,62.5,64.33,66.83,60.78,60.23,55.26,49.7,51.63,54.69,52.26,53.66,56.45,56.19,56.45,58.51,60.82,61.61,63.26,64.97,66.57,62.63,62.23,62.98,62.39,60.42,60.1,61.13,60.35,57.4,54.29,53.48,56.28,53.26,59.38,67.72,80.53,88.44,84.81,85.12,56.73,61.77,71.27,78.26,89.16,96.21,102.88,115.84,116.11,122.99,120.98
S575,National,Western,Увс,MN85,Хяргас,MN8508,"1-р баг, Хангай","1-р баг, Хангай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.54,18.22,20.24,23.6,25.71,30,28.49,30.85,32.41
S576,National,Western,Увс,MN85,Хяргас,MN8508,"2-р баг, Бугат","2-р баг, Бугат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.26,26.17,30.78,32.42,34.58,38.19,37.37,41.17,39
S577,National,Western,Увс,MN85,Хяргас,MN8508,"3-р баг, Хайрхан","3-р баг, Хайрхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,27.46,30.3,31.69,33.24,38.57,39.93,40.05,38.71
S578,National,Western,Увс,MN85,Хяргас,MN8508,"4-р баг, Дэлгэр","4-р баг, Дэлгэр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,6.41,7.85,8.51,9.36,9.08,10.33,10.92,10.86
S579,National,Western,Увс,MN85,Цагаанхайрхан,MN8505,Цагаанхайрхан,,Хонь,42.53,43.44,42.99,43.17,40.93,38.16,35.89,36.2,36.6,38.29,37.91,35.35,38.98,40.81,41.15,43.45,43.39,44.56,44.54,45.59,47.37,43.36,44.3,40.71,41.8,37.19,38.02,39.86,44.12,46.58,45.27,40.2,30.32,35.37,43.31,47.43,56.56,63.71,51.79,50.83,36.67,39.99,45.76,50.11,57.98,64.06,70.28,77.71,75.72,81.32,80.22
S580,National,Western,Увс,MN85,Цагаанхайрхан,MN8505,"1-р баг, Хунт","1-р баг, Хунт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65,19.84,23.34,25.18,27.09,29.72,28.08,29.93,30.31
S581,National,Western,Увс,MN85,Цагаанхайрхан,MN8505,"2-р баг, Хулж","2-р баг, Хулж",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.02,13.81,16.1,16.63,19.05,20.93,20.48,21.21,20.45
S582,National,Western,Увс,MN85,Цагаанхайрхан,MN8505,"3-р баг, Арбулаг","3-р баг, Арбулаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,4.54,4.55,8.01,9.24,9.59,9.89,10.77,10.91
S583,National,Western,Увс,MN85,Цагаанхайрхан,MN8505,"4-р баг, Даланхуруу","4-р баг, Даланхуруу",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54,11.92,13.99,14.24,14.9,17.48,17.27,19.42,18.55
S584,National,Northern,Northern,Northern,Хангайн бүс,,Хангайн бүс,,Хонь,4236.43,4293.62,4360.45,4403.52,4615.39,4633.59,4421.66,4370.51,4541.27,4568.24,4613.19,4802.85,4928.75,4539.5,4245.5,4012.27,3924.36,3966.35,3982.36,4227.49,4526.81,4453.69,4466.9,4205.84,4382.33,4384.06,4320.68,4579.88,4876.21,5199.59,4667.99,3871.24,3401.18,3420.07,3784.58,4283.27,5053.68,5967.75,6817.58,7379.5,5384.68,5848.04,6940.41,7572.98,8736.7,9291.03,10694.33,11329,11459.28,12243.52,10553.53
S585,National,Northern,Орхон,MN61,Орхон,,Орхон,,Хонь,,,,,,,0.7,2.9,2.7,0.5,3.21,6.75,10.37,11.93,13.28,14.71,14.71,17.34,21.55,26.29,32.64,45.35,56.53,63.59,64.37,69.58,62.24,59.25,63.42,78.62,80.41,79.08,73.74,42.8,45.16,55.79,71.8,87.59,110.99,111.78,73.09,68.64,80.2,79.86,51.23,48.11,52.65,47.66,47.49,50.56,51.25
S586,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,Баян-Өндөр,,Хонь,,,,,,,0.7,2.9,2.7,0.5,3.21,6.75,10.37,11.93,13.28,14.71,14.71,17.34,21.55,26.29,32.64,10.21,15.98,21.39,50.26,50.09,45.83,41.94,45.68,57.84,60.27,59.78,60.28,32.87,33.61,41.95,55.69,65.9,80.98,79.92,55.79,51.53,60.79,59.65,18.69,19.48,22.75,22.5,24.73,26.64,26.98
S587,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"1-р баг, Зэст","1-р баг, Зэст",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.21,0.25,0.48,0.47,0.74,0.62,0.28,0.32
S588,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"2-р баг, Оюут","2-р баг, Оюут",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.23,0.28,0.72,0.23,0.08,0.64,0.7,0.76
S589,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"3-р баг, Уурхайчин","3-р баг, Уурхайчин",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.86,0.86,0.72,0.49,0.6,1.41,0.6,1.16
S590,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"4-р баг, Хүрэнбулаг","4-р баг, Хүрэнбулаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.87,0.76,0.73,1.21,1.46,1.86,1.52,1.27
S591,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"5-р баг, Уртбулаг","5-р баг, Уртбулаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.01,1.02,1.2,1.77,1.46,1.36,0.65,0.46
S592,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"6-р баг, Согоот","6-р баг, Согоот",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.4,0.82,0.78,1.04,0.67,1.11,0.07,0.67
S593,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"7-р баг, Дэнж","7-р баг, Дэнж",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.85,1.4,1.3,2.18,1.32,1.9,1.92,1.95
S594,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"8-р баг, Бүрэнбүст","8-р баг, Бүрэнбүст",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.56,0,0.11,0.19,0.73,0.43,0.64,0.83
S595,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"9-р баг, Шанд","9-р баг, Шанд",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,0.88,0.57,0.77,0.62,0.5,0.96,0.76,0.46
S596,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"10-р баг, Наран","10-р баг, Наран",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.47,0.77,0.74,0.53,0.47,0.39,0.98,0.48
S597,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"11-р баг, Цагаанчулуут","11-р баг, Цагаанчулуут",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.55,0.49,0.59,0.8,0.99,1.16,0.31,0.29
S598,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"12-р баг, Булаг","12-р баг, Булаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.38,0.61,0.59,0.84,0.42,0.61,0.71,0.69
S599,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"13-р баг, Баянцагаан","13-р баг, Баянцагаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,1.96,2.29,2.59,1.75,1.35,1.02,0.34,0.29
S600,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"14-р баг, Говил","14-р баг, Говил",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,2.76,3.03,2.74,2.81,3.55,3.28,3.26,2.41
S601,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"15-р баг, Рашаант","15-р баг, Рашаант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.6,0.51,0.55,0.48,0.59,0.42,0.34,0.48
S602,National,Northern,Орхон,MN61,Баян-Өндөр,MN6102,"16-р баг, Малчин","16-р баг, Малчин",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.75,45.99,,,,,0,9.31,9.87
